countyname,statecode,Number of All Beds,Total Number of Occupied Beds,countyFIPS
Henderson,NC,103.34521158129176,66.117903930131,37089
Henderson,TN,86.5,54.57843137254902,47077
Hendricks,IN,123.77373737373738,83.43137254901961,18063
Hendry,FL,123.38,94.38235294117646,12051
Hennepin,MN,108.17674253200569,83.95334757834758,27053
Henrico,VA,137.88652482269504,105.19243421052632,51087
Henry,TN,98.33333333333333,63.35947712418301,47079
Henry,MO,100.0,46.94117647058823,29083
Henry,VA,120.0,79.17647058823529,51089
Henry,KY,60.0,55.38,21103
Henry,OH,75.33333333333333,54.254901960784316,39069
Henry,IL,100.0,65.69411764705882,17073
Henry,IA,47.947194719471945,31.04950495049505,19087
Henry,IN,68.6647564469914,37.747191011235955,18065
Henry,GA,124.0,85.54901960784314,13151
Henry,AL,142.0,81.62745098039215,1067
Herkimer,NY,130.59113300492612,110.61576354679804,36043
Hernando,FL,131.2,102.70588235294117,12053
Hertford,NC,151.0,100.92156862745098,37091
Hettinger,ND,42.0,32.529411764705884,38041
Hickman,KY,72.67647058823529,54.01960784313726,21105
Hickman,TN,86.0,40.0,47081
Hickory,MO,120.0,77.6470588235294,29085
Hidalgo,TX,124.13632119514473,81.15966386554622,48215
Highland,OH,70.93975903614458,55.95294117647059,39071
Highlands,FL,119.71653543307086,87.44094488188976,12055
Hill,MT,135.0,61.490196078431374,30041
Hill,TX,103.25,60.549019607843135,48217
Hillsborough,FL,132.26878808395395,102.76709546377793,12057
Hillsdale,MI,104.13725490196079,80.66666666666667,26059
Hinds,MS,104.84615384615384,81.105580693816,28049
Hocking,OH,135.0,111.6470588235294,39073
Hockley,TX,103.17,50.58,48219
Hoke,NC,132.0,115.6470588235294,37093
Holmes,OH,114.97975708502024,91.34817813765183,39075
Holmes,FL,180.0,155.58,12059
Holmes,MS,70.0,61.245098039215684,28051
Holt,MO,60.0,37.38235294117647,29087
Holt,NE,61.666666666666664,31.92156862745098,31089
Honolulu,HI,98.32303164091243,77.80206033848418,15003
Hood,TX,130.4851485148515,75.84158415841584,48221
Hood,OR,100.0,46.254901960784316,41027
Hopewell,VA,127.0,102.8529411764706,51670
Hopkins,KY,88.3781512605042,57.85434173669468,21107
Hopkins,TX,121.75,59.254901960784316,48223
Horry,SC,103.0,73.7328431372549,45051
Hot,AR,92.79470198675497,58.57615894039735,5059
Hot,WY,60.0,40.48,56017
Houghton,MI,94.77272727272727,76.82828282828282,26061
Houston,TN,164.0,113.25490196078431,47083
Houston,MN,46.431472081218274,31.31979695431472,27055
Houston,TX,91.51776649746193,54.91878172588832,48225
Houston,AL,167.0,135.08496732026143,1069
Houston,GA,106.52362204724409,78.39370078740157,13153
Howard,TX,132.33333333333334,77.49019607843137,48227
Howard,NE,70.0,51.0,31093
Howard,MO,59.5,31.49019607843137,29089
Howard,IA,43.25,29.730392156862745,19089
Howard,IN,102.55555555555556,67.72676056338028,18067
Howard,AR,72.66666666666667,51.63398692810458,5061
Howard,MD,99.6897689768977,72.28052805280528,24027
Howell,MO,113.4,77.74901960784314,29091
Hubbard,MN,64.0,40.1764705882353,27057
Hudson,NJ,157.55856966707768,99.57336621454994,34017
Huerfano,CO,120.0,72.09803921568627,8055
Hughes,OK,136.5,51.35294117647059,40063
Hughes,SD,71.0,54.63725490196079,46065
Humboldt,CA,79.4,54.27450980392157,6023
Humboldt,IA,52.666666666666664,27.830065359477125,19091
Humboldt,NV,42.0,36.13725490196079,32013
Humphreys,TN,95.5,58.78431372549019,47085
Humphreys,MS,60.0,40.15686274509804,28053
Hunt,TX,116.77470355731225,69.70355731225297,48231
Hunterdon,NJ,104.5,76.83823529411765,34019
Huntingdon,PA,94.0,82.86928104575163,42061
Huntington,IN,87.4,57.129411764705885,18069
Huron,OH,76.5364238410596,54.2203947368421,39077
Huron,MI,56.43396226415094,53.745098039215684,26063
Hutchinson,SD,46.92156862745098,38.18300653594771,46067
Hutchinson,TX,115.0,52.754901960784316,48233
Hyde,NC,80.0,28.41176470588235,37095
Iberia,LA,117.2,66.63921568627451,22045
Iberville,LA,135.5,81.50980392156863,22047
Ida,IA,58.0,31.45751633986928,19093
Idaho,ID,56.0,33.94117647058823,16049
Imperial,CA,111.0,59.254901960784316,6025
Independence,AR,133.33333333333334,92.2875816993464,5063
Indian,FL,101.0,72.92997198879551,12061
Indiana,PA,96.89803921568627,69.55118110236221,42063
Ingham,MI,117.49549549549549,82.94618834080717,26065
Inyo,CA,66.0,39.40196078431372,6027
Ionia,MI,117.38235294117646,76.83333333333333,26067
Iosco,MI,80.30555555555556,53.58169934640523,26069
Iowa,WI,41.333333333333336,31.254901960784313,55049
Iowa,IA,59.5,42.30392156862745,19095
Iredell,NC,113.8529411764706,72.57516339869281,37097
Iron,MI,134.49019607843138,90.77450980392157,26071
Iron,MO,91.0,74.99019607843137,29093
Iron,UT,83.93939393939394,55.61616161616162,49021
Iron,WI,51.5,39.372549019607845,55051
Iroquois,IL,81.29896907216495,47.92096219931271,17075
Irwin,GA,56.5,39.754901960784316,13155
Isabella,MI,102.75229357798165,68.6907894736842,26073
Isanti,MN,141.0,110.86274509803921,27059
Island,WA,112.0,42.529411764705884,53029
Isle,VA,74.0,62.30392156862745,51093
Itasca,MN,69.5,50.03921568627451,27061
Itawamba,MS,98.0,82.61764705882354,28057
Izard,AR,78.0,62.69607843137255,5065
Jack,TX,104.0,37.490196078431374,48237
Jackson,NC,100.0,81.67647058823529,37099
Jackson,OH,71.6029411764706,52.39705882352941,39079
Jackson,MS,87.5016393442623,66.76393442622951,28059
Jackson,OK,129.5392156862745,73.2156862745098,40065
Jackson,MO,123.62947269303201,79.03201506591337,29095
Jackson,SD,30.0,25.058823529411764,46071
Jackson,TN,80.0,42.372549019607845,47087
Jackson,TX,105.5,61.294117647058826,48239
Jackson,WI,62.5,38.254901960784316,55053
Jackson,OR,85.45882352941176,54.63921568627451,41029
Jackson,WV,91.0,65.73529411764706,54035
Jackson,MI,100.49714285714286,66.55142857142857,26075
Jackson,LA,100.5,81.90196078431373,22049
Jackson,KY,51.0,39.05128205128205,21109
Jackson,KS,70.0,37.15686274509804,20085
Jackson,IN,101.51530612244898,73.77339901477832,18071
Jackson,IL,112.32352941176471,67.93137254901961,17077
Jackson,IA,60.443708609271525,41.05960264900662,19097
Jackson,GA,103.0,85.3529411764706,13157
Jackson,FL,135.0,101.82352941176471,12063
Jackson,AR,125.0,62.26470588235294,5067
Jackson,AL,97.0,75.71895424836602,1071
Jackson,MN,44.245098039215684,31.254901960784313,27063
James,VA,72.84251968503936,56.531496062992126,51095
Jasper,TX,111.66666666666667,61.189542483660134,48241
Jasper,SC,93.62637362637362,68.8021978021978,45053
Jasper,MS,110.0,101.68627450980392,28061
Jasper,MO,105.11353711790393,72.78384279475982,29097
Jasper,IL,55.0,38.509803921568626,17079
Jasper,IA,51.35540069686411,39.55400696864111,19099
Jasper,GA,55.0,45.96078431372549,13159
Jasper,IN,104.4640522875817,62.95424836601307,18073
Jay,IN,79.0,49.1078431372549,18075
Jeff,GA,73.0,56.19607843137255,13161
Jefferson,MT,70.0,60.8235294117647,30043
Jefferson,NE,70.0,44.98039215686274,31095
Jefferson,NY,176.66666666666666,164.0392156862745,36045
Jefferson,OH,69.03563474387528,52.96078431372549,39081
Jefferson,OK,83.0,28.627450980392158,40067
Jefferson,WA,75.0,47.509803921568626,53031
Jefferson,PA,93.75,63.1764705882353,42065
Jefferson,TN,150.33333333333334,107.3202614379085,47089
Jefferson,WI,85.0,57.583333333333336,55055
Jefferson,WV,81.33333333333333,74.07843137254902,54037
Jefferson,OR,20.0,15.647058823529411,41031
Jefferson,MS,60.0,40.627450980392155,28063
Jefferson,MS,60.0,40.627450980392155,28065
Jefferson,TX,121.85372714486638,67.84810126582279,48245
Jefferson,LA,136.55759162303664,83.41230366492147,22051
Jefferson,LA,136.55759162303664,83.41230366492147,22053
Jefferson,KY,108.61803713527851,79.65526315789474,21111
Jefferson,KS,45.75,30.931372549019606,20087
Jefferson,IN,75.07228915662651,48.78656126482213,18077
Jefferson,IL,84.0,52.0,17081
Jefferson,IA,71.43877551020408,55.12244897959184,19101
Jefferson,GA,98.0,82.09803921568627,13163
Jefferson,FL,77.53921568627452,54.65686274509804,12065
Jefferson,MO,130.3327239488117,86.58318098720292,29099
Jefferson,CO,100.71552471812663,68.79098005203817,8059
Jefferson,AR,122.2755905511811,60.25984251968504,5069
Jefferson,AL,113.92547660311958,87.14269208549972,1073
Jefferson,MS,55.0,46.01960784313726,28063
Jefferson,MS,55.0,46.01960784313726,28065
Jefferson,LA,125.73529411764706,95.47549019607843,22051
Jefferson,LA,125.73529411764706,95.47549019607843,22053
Jenkins,GA,100.0,67.15686274509804,13165
Jennings,IN,120.0,92.625,18079
Jerauld,SD,40.0,27.215686274509803,46073
Jersey,IL,110.47058823529412,66.46078431372548,17083
Jessamine,KY,176.5,88.17647058823529,21113
Jim,TX,60.0,42.15686274509804,48247
Jim,TX,60.0,42.15686274509804,48249
Jim,TX,137.11046511627907,75.12790697674419,48247
Jim,TX,137.11046511627907,75.12790697674419,48249
Jo,IL,53.0,35.27450980392157,17085
Johnson,WY,44.0,38.84313725490196,56019
Johnson,TX,127.44665012406948,77.30521091811414,48251
Johnson,TN,120.0,81.0,47091
Johnson,NE,62.2972972972973,34.83783783783784,31097
Johnson,MO,83.96428571428571,46.00396825396825,29101
Johnson,KY,126.0,96.66666666666667,21115
Johnson,IN,136.003984063745,103.35098039215686,18081
Johnson,IL,58.0,37.1764705882353,17087
Johnson,IA,78.3135593220339,57.836158192090394,19103
Johnson,GA,74.5,58.53921568627451,13167
Johnson,AR,140.0,96.76470588235294,5071
Johnson,KS,90.67631851085832,66.01809720785936,20091
Johnston,NC,123.0,95.30588235294118,37101
Johnston,OK,70.0,37.31372549019608,40069
Jones,NC,80.0,47.12,37103
Jones,MS,107.0,87.78921568627452,28067
Jones,TX,67.19444444444444,23.381944444444443,48253
Jones,GA,81.0,64.15686274509804,13169
Jones,IA,72.5,54.833333333333336,19105
Josephine,OR,103.76470588235294,71.42156862745098,41033
Juab,UT,82.94117647058823,24.294117647058822,49023
Juneau,AK,61.0,54.705882352941174,2110
Juneau,WI,63.333333333333336,54.22222222222222,55057
Juniata,PA,75.59060402684564,60.34228187919463,42067
Kalamazoo,MI,82.05882352941177,59.43172690763052,26077
Kalkaska,MI,104.0,87.90196078431373,26079
Kanabec,MN,65.0,43.13725490196079,27065
Kanawha,WV,89.71657754010695,73.98752228163993,54039
Kandiyohi,MN,126.0,96.54248366013071,27067
Kane,IL,106.89607201309329,72.28349673202614,17089
Kankakee,IL,114.0,63.61437908496732,17091
Karnes,TX,80.82119205298014,42.56209150326797,48255
Kauai,HI,66.4,50.43921568627451,15007
Kaufman,TX,101.93627450980392,54.86764705882353,48257
Kay,OK,101.05511811023622,44.326771653543304,40071
Kearney,NE,64.0,57.31372549019608,31099
Kearny,KS,40.0,32.90196078431372,20093
Keith,NE,82.0,34.86274509803921,31101
Kemper,MS,60.0,48.254901960784316,28069
Kendall,IL,87.5,47.80392156862745,17093
Kendall,TX,88.66666666666667,58.45424836601307,48259
Kennebec,ME,90.33906633906633,74.71007371007371,23011
Kenosha,WI,114.29166666666667,71.63480392156863,55059
Kent,DE,117.24649859943978,79.02521008403362,10001
Kent,MD,75.78807947019868,51.88741721854305,24029
Kent,MI,91.44984076433121,68.83783783783784,26081
Kent,RI,117.66887417218543,87.92384105960265,44003
Kenton,KY,108.42857142857143,82.08403361344538,21117
Keokuk,IA,49.254901960784316,31.34640522875817,19107
Kern,CA,117.55824682814303,78.70472895040369,6029
Kerr,TX,132.6,70.94509803921568,48265
Kershaw,SC,121.74257425742574,104.03960396039604,45055
Ketchikan,AK,29.0,20.84313725490196,2130
Kewaunee,WI,46.0,26.901960784313726,55061
Kimball,NE,49.0,42.588235294117645,31105
King,WA,99.85606060606061,67.54665071770334,53033
King,VA,115.88235294117646,81.47058823529412,51097
King,VA,115.88235294117646,81.47058823529412,51099
King,VA,115.88235294117646,81.47058823529412,51101
King,VA,60.0,54.705882352941174,51097
King,VA,60.0,54.705882352941174,51099
King,VA,60.0,54.705882352941174,51101
Kingfisher,OK,65.27702702702703,39.62162162162162,40073
Kingman,KS,50.48514851485149,40.584158415841586,20095
Kings,CA,108.30718954248366,63.169934640522875,6031
Kings,NY,257.5534838076546,206.72816486751717,36047
Kingsbury,SD,49.0,35.294117647058826,46077
Kiowa,OK,77.5,47.372549019607845,40075
Kiowa,KS,45.0,43.411764705882355,20097
Kit,CO,40.0,24.15686274509804,8063
Kitsap,WA,120.74017467248909,91.48689956331877,53035
Kittitas,WA,74.0,48.09803921568628,53037
Kittson,MN,52.86,37.5,27069
Klamath,OR,95.0,71.27450980392157,41035
Kleberg,TX,133.0,71.03921568627452,48273
Knott,KY,92.0,80.80392156862744,21119
Knox,OH,65.7286432160804,50.46928746928747,39083
Knox,TX,63.5,39.18627450980392,48275
Knox,TN,128.29019607843136,89.31372549019608,47093
Knox,NE,54.333333333333336,35.68627450980392,31107
Knox,KY,135.0,116.13725490196079,21121
Knox,ME,60.333333333333336,44.111111111111114,23013
Knox,IN,76.72277227722772,52.445901639344264,18083
Knox,IL,138.33333333333334,77.11437908496733,17095
Kodiak,AK,22.0,21.54901960784314,2150
Koochiching,MN,51.5,39.85294117647059,27071
Kootenai,ID,93.94059405940594,57.666666666666664,16055
Kosciusko,IN,102.13492063492063,68.3740157480315,18085
Kossuth,IA,53.25,36.583333333333336,19109
La,WI,91.83193277310924,72.42857142857143,55063
La,CO,86.5,62.911764705882355,8067
La,TX,60.0,48.3921568627451,48283
LaGrange,IN,100.0,55.30392156862745,18087
LaMoure,ND,42.11764705882353,31.352941176470587,38045
LaPorte,IN,109.27093596059113,67.73399014778325,18091
Labette,KS,43.2,31.258823529411764,20099
Lac,MN,56.0,51.44,27073
Lackawanna,PA,131.86150490730643,90.2835332606325,42069
Laclede,MO,149.0,72.3529411764706,29105
Lafayette,AR,70.0,41.705882352941174,5073
Lafayette,FL,60.0,44.8235294117647,12067
Lafayette,LA,131.5,88.47254901960784,22055
Lafayette,MO,88.4,55.78823529411765,29107
Lafayette,MS,180.0,131.84313725490196,28071
Lafayette,WI,59.24,41.74,55065
Lafourche,LA,111.6,76.28235294117647,22057
Lake,TN,108.0,57.588235294117645,47095
Lake,SD,59.0,56.509803921568626,46079
Lake,OR,24.0,20.238095238095237,41037
Lake,OH,118.93493635077793,81.11739745403112,39085
Lake,MT,55.0,33.1437908496732,30047
Lake,IN,116.09265734265735,78.27106863596872,18089
Lake,MI,79.0,57.64705882352941,26085
Lake,IL,162.16351684470007,96.25472473294988,17097
Lake,FL,107.00466200466201,81.22261072261072,12069
Lake,CA,85.49673202614379,64.80392156862744,6033
Lake,MN,64.50515463917526,52.25773195876289,27075
Lake,MN,32.333333333333336,23.470588235294116,27075
Lamar,TX,115.4,65.26666666666667,48277
Lamar,MS,120.0,63.92,28073
Lamar,GA,112.0,71.2156862745098,13171
Lamar,AL,158.0,97.58823529411765,1075
Lamb,TX,63.20945945945946,38.736486486486484,48279
Lamoille,VT,72.0,61.588235294117645,50015
Lampasas,TX,91.65217391304348,37.89855072463768,48281
Lancaster,NE,110.37447405329593,78.6774193548387,31109
Lancaster,PA,127.78228782287823,97.71279212792128,42071
Lancaster,SC,130.16666666666666,106.0,45057
Lancaster,VA,81.0,52.40196078431372,51103
Lander,NV,25.0,21.529411764705884,32015
Lane,OR,77.81475409836065,54.79016393442623,41039
Langlade,WI,136.0,54.8235294117647,55067
Lapeer,MI,97.60621761658031,77.75647668393782,26087
Laramie,WY,135.66666666666666,100.75816993464052,56021
Larimer,CO,89.67107001321004,66.70805812417437,8069
Larue,KY,137.0,110.49019607843137,21123
Las,CO,119.0,81.62745098039215,8071
Lassen,CA,96.0,49.98039215686274,6035
Latah,ID,66.05882352941177,43.745098039215684,16057
Latimer,OK,93.8476821192053,36.51655629139073,40077
Lauderdale,AL,122.4,96.07843137254902,1077
Lauderdale,MS,85.28131868131868,63.167032967032966,28075
Lauderdale,TN,107.5,42.77450980392157,47097
Laurel,KY,160.0,135.5686274509804,21125
Laurens,SC,108.75,87.91666666666667,45059
Laurens,GA,119.6078431372549,82.88235294117646,13175
Lavaca,TX,109.0,67.87450980392157,48285
Lawrence,SD,105.0,73.47058823529412,46081
Lawrence,PA,98.0,71.1421568627451,42073
Lawrence,OH,93.75,74.38235294117646,39087
Lawrence,MS,60.0,46.01960784313726,28077
Lawrence,MO,75.24812030075188,43.18796992481203,29109
Lawrence,TN,104.66666666666667,65.359477124183,47099
Lawrence,IN,107.48322147651007,54.662295081967216,18093
Lawrence,IL,98.53684210526316,54.89473684210526,17101
Lawrence,AR,134.34653465346534,82.67326732673267,5075
Lawrence,AL,120.0,95.25490196078431,1079
Lawrence,KY,104.0,63.94117647058823,21127
Le,OK,89.16666666666667,51.552287581699346,40079
Le,MN,44.833333333333336,25.69607843137255,27079
Lea,NM,86.66666666666667,67.10457516339869,35025
Leake,MS,71.5,60.01960784313726,28079
Leavenworth,KS,62.462745098039214,46.54509803921569,20103
Lebanon,PA,108.6572504708098,84.28060263653484,42075
Lee,VA,110.0,91.23529411764706,51105
Lee,TX,93.0,38.794117647058826,48287
Lee,SC,120.0,101.27450980392157,45061
Lee,NC,94.09395973154362,70.60402684563758,37105
Lee,MS,115.66666666666667,91.14379084967321,28081
Lee,AR,80.0,48.549019607843135,5077
Lee,IA,67.5,52.12418300653595,19111
Lee,AL,112.66666666666667,64.94771241830065,1081
Lee,IL,101.66666666666667,71.32679738562092,17103
Lee,GA,60.0,48.6078431372549,13177
Lee,FL,110.00090991810737,81.33030027297544,12071
Leelanau,MI,39.666666666666664,30.869281045751634,26089
Leflore,MS,117.0,74.07843137254902,28083
Lehigh,PA,169.61226993865031,124.62576687116564,42077
Lemhi,ID,45.03921568627451,25.372549019607842,16059
Lenawee,MI,112.18367346938776,71.01530612244898,26091
Lenoir,NC,127.0,91.0326797385621,37107
Leon,FL,128.78358208955223,90.11691542288557,12073
Leon,TX,74.0,25.0,48289
Leslie,KY,94.0,88.29411764705883,21131
Letcher,KY,141.88235294117646,111.2156862745098,21133
Levy,FL,120.0,100.25490196078431,12075
Lewis,WV,72.0,62.31372549019608,54041
Lewis,WA,86.91447368421052,56.98684210526316,53041
Lewis,TN,131.0,88.70588235294117,47101
Lewis,MO,91.33333333333333,43.411764705882355,29111
Lewis,KY,94.0,74.70588235294117,21135
Lewis,NY,160.0,127.62745098039215,36049
Lewis,MT,96.66013071895425,36.1437908496732,30049
Lexington,SC,149.15409836065575,112.68196721311476,45063
Lexington,VA,59.705882352941174,47.96078431372549,51678
Liberty,GA,105.0,75.27450980392157,13179
Liberty,TX,109.45812807881774,59.57142857142857,48291
Licking,OH,98.54464285714286,70.72984749455338,39089
Limestone,TX,78.4,50.462745098039214,48293
Limestone,AL,158.7549019607843,118.6078431372549,1083
Lincoln,NE,86.61764705882354,62.61764705882353,31111
Lincoln,WY,24.0,20.176470588235293,56023
Lincoln,WI,101.33333333333333,58.30065359477124,55069
Lincoln,TN,123.5,72.82352941176471,47103
Lincoln,SD,54.5,42.80392156862745,46083
Lincoln,OR,49.0,38.21568627450981,41041
Lincoln,OK,70.50246305418719,34.423645320197046,40081
Lincoln,NV,16.0,13.254901960784315,32017
Lincoln,NC,103.66666666666667,78.73856209150327,37109
Lincoln,KY,128.0,90.52941176470588,21137
Lincoln,MS,76.08823529411765,52.509803921568626,28085
Lincoln,CO,35.0,14.627450980392156,8073
Lincoln,ID,36.0,31.372549019607842,16063
Lincoln,KS,36.0,33.88235294117647,20105
Lincoln,MT,75.0,50.745098039215684,30053
Lincoln,AR,96.0,47.35294117647059,5079
Lincoln,MN,34.333333333333336,26.81045751633987,27081
Lincoln,MO,84.0,69.98529411764706,29113
Lincoln,LA,141.33333333333334,100.43137254901961,22061
Linn,IA,74.47592385218366,50.148936170212764,19113
Linn,MO,90.0,61.450980392156865,29115
Linn,OR,89.6,71.48235294117647,41043
Lipscomb,TX,61.0,30.215686274509803,48295
Litchfield,CT,100.38235294117646,76.63725490196079,9005
Little,AR,86.5,60.049019607843135,5081
Live,TX,100.0,68.92,48297
Livingston,MO,72.14285714285714,43.881773399014776,29117
Livingston,NY,118.0,86.36601307189542,36051
Livingston,MI,108.65562913907284,77.90789473684211,26093
Livingston,LA,118.66666666666667,108.02614379084967,22063
Livingston,KY,75.0,43.549019607843135,21139
Livingston,IL,91.67213114754098,66.68524590163935,17105
Llano,TX,94.24509803921569,58.470588235294116,48299
Logan,WV,93.0,76.58823529411765,54045
Logan,OK,112.5,81.17647058823529,40083
Logan,OH,83.25,61.59313725490196,39091
Logan,KY,85.0,67.2156862745098,21141
Logan,ND,36.0,30.80392156862745,38047
Logan,IL,111.0,77.29411764705883,17107
Logan,CO,73.5,56.27450980392157,8075
Logan,AR,129.72549019607843,76.59803921568627,5083
Logan,KS,30.470588235294116,22.137254901960784,20109
Long,GA,108.0,88.25490196078431,13183
Lonoke,AR,95.06976744186046,59.41279069767442,5085
Lorain,OH,94.51619047619047,66.02761904761904,39093
Los,NM,64.0,39.666666666666664,35028
Los,CA,101.25980878741967,74.76132804343287,6037
Loudon,TN,180.0,128.33333333333334,47105
Loudoun,VA,110.14960629921259,76.98031496062993,51107
Louisa,IA,46.0,33.94117647058823,19115
Louisa,VA,90.0,67.84313725490196,51109
Love,OK,69.0,48.294117647058826,40085
Lowndes,AL,72.0,52.01960784313726,1085
Lowndes,GA,91.75,67.57843137254902,13185
Lowndes,MS,80.68110236220473,59.02755905511811,28087
Lubbock,TX,118.53196930946291,69.6457800511509,48303
Lucas,OH,85.91707054388799,62.58011634056055,39095
Lucas,IA,60.0,39.64705882352941,19117
Luce,MI,39.0,28.836734693877553,26095
Lumpkin,GA,81.0,61.72549019607843,13187
Luna,NM,63.470588235294116,36.03921568627451,35029
Luzerne,PA,108.10702054794521,79.4375,42079
Lycoming,PA,132.4108910891089,99.79455445544555,42081
Lynchburg,VA,120.00985221674877,82.83251231527093,51680
Lyon,MN,58.61437908496732,47.30065359477124,27083
Lyon,KY,52.5,41.450980392156865,21143
Lyon,NV,49.0,30.470588235294116,32019
Lyon,IA,42.75,32.57843137254902,19119
Lyon,KS,73.66666666666667,53.90196078431372,20111
Mackinac,MI,48.0,46.96078431372549,26097
Macomb,MI,145.41124908692476,102.7151724137931,26099
Macon,AL,111.0,79.7843137254902,1087
Macon,GA,82.66666666666667,63.071895424836605,13193
Macon,IL,110.40730337078652,74.10112359550561,17115
Macon,MO,110.66666666666667,55.01307189542484,29121
Macon,NC,140.0,61.372549019607845,37113
Macon,TN,84.0,50.90196078431372,47111
Macoupin,IL,87.8,55.321311475409836,17117
Madera,CA,79.6,64.04705882352941,6039
Madison,VA,66.0,58.009803921568626,51113
Madison,TX,103.0,47.81372549019608,48313
Madison,OH,89.0,59.333333333333336,39097
Madison,NY,119.47019867549669,99.10596026490066,36053
Madison,NE,67.25,50.40686274509804,31119
Madison,NC,100.0,85.83333333333333,37115
Madison,MT,35.5,20.215686274509803,30057
Madison,MS,91.64473684210526,72.39473684210526,28089
Madison,MO,104.5,64.02941176470588,29123
Madison,TN,106.33333333333333,69.76797385620915,47113
Madison,KY,83.00796812749005,64.9203187250996,21151
Madison,IN,91.35804701627487,54.79821428571429,18095
Madison,IL,104.79792746113989,63.670466321243524,17119
Madison,ID,85.82926829268293,39.135802469135804,16065
Madison,IA,72.5,52.3235294117647,19121
Madison,GA,116.0,78.01960784313725,13195
Madison,FL,79.33333333333333,57.41830065359477,12079
Madison,LA,156.0,88.33333333333333,22065
Madison,AR,105.0,46.98039215686274,5087
Madison,AL,104.06403940886699,80.73727422003284,1089
Magoffin,KY,142.0,101.74509803921569,21153
Mahaska,IA,84.66666666666667,59.92156862745098,19123
Mahnomen,MN,32.0,25.980392156862745,27087
Mahoning,OH,91.83286318758815,65.38700564971751,39099
Major,OK,100.0,62.31372549019608,40093
Malheur,OR,27.0,22.19607843137255,41045
Manassas,VA,150.0,113.73529411764706,51683
Manassas,VA,150.0,113.73529411764706,51685
Manatee,FL,121.1590909090909,86.89242424242424,12081
Manistee,MI,96.0,57.54,26101
Manitowoc,WI,89.66666666666667,59.10457516339869,55071
Marathon,WI,84.24070021881838,54.056892778993436,55073
Marengo,AL,76.5,57.01960784313726,1091
Maricopa,AZ,111.44007670182167,74.79674017257909,4013
Maries,MO,98.0,56.80392156862745,29125
Marin,CA,80.22861842105263,60.92763157894737,6041
Marinette,WI,88.85098039215686,65.3921568627451,55075
Marion,WV,91.4,77.4235294117647,54049
Marion,TX,116.0,70.25490196078431,48315
Marion,TN,165.0,87.2156862745098,47115
Marion,SC,93.5,46.64705882352941,45067
Marion,OR,92.55555555555556,54.66013071895425,41047
Marion,OH,94.65245901639344,58.734426229508195,39101
Marion,MS,97.33333333333333,75.31372549019608,28091
Marion,MO,100.44366197183099,77.04577464788733,29127
Marion,KY,68.82352941176471,42.59477124183007,21155
Marion,KS,44.740484429065745,38.622837370242216,20115
Marion,IN,108.52953240360952,69.00716845878136,18097
Marion,IL,101.81496062992126,59.6496062992126,17121
Marion,IA,58.227450980392156,45.07450980392157,19125
Marion,GA,70.0,52.05882352941177,13197
Marion,FL,137.50109409190372,103.582056892779,12083
Marion,AR,87.92079207920793,55.306930693069305,5089
Marion,AL,91.0,71.03921568627452,1093
Mariposa,CA,16.137254901960784,17.392156862745097,6043
Marlboro,SC,110.0,100.88235294117646,45069
Marquette,WI,50.0,31.764705882352942,55077
Marquette,MI,117.42168674698796,84.1726907630522,26103
Marshall,AL,110.0,96.96078431372548,1095
Marshall,WV,94.5,70.72549019607843,54051
Marshall,TN,75.5,62.40196078431372,47117
Marshall,OK,140.0,51.6078431372549,40095
Marshall,MS,90.0,72.61764705882354,28093
Marshall,MN,45.0,35.05882352941177,27089
Marshall,SD,52.0,44.96078431372549,46091
Marshall,KS,65.5,47.27450980392157,20117
Marshall,IN,89.8970588235294,54.9264705882353,18099
Marshall,IL,96.0,65.76470588235294,17123
Marshall,IA,203.4,125.94117647058823,19127
Marshall,KY,97.0,69.83660130718954,21157
Martin,FL,116.35774647887324,89.82535211267606,12085
Martin,IN,59.0,20.254901960784313,18101
Martin,KY,65.0,55.78431372549019,21159
Martin,MN,50.54248366013072,33.07843137254902,27091
Martin,NC,154.0,93.76470588235294,37117
Martinsville,VA,157.33333333333334,96.359477124183,51690
Mason,WA,85.0,64.11764705882354,53045
Mason,MI,94.5,70.09803921568627,26105
Mason,WV,107.0,77.47058823529412,54053
Mason,IL,97.5,47.01960784313726,17125
Mason,KY,130.0,89.46,21161
Massac,IL,120.5,80.23529411764706,17127
Matagorda,TX,108.33333333333333,58.66013071895425,48321
Matanuska-Susitna,AK,67.0,45.2020202020202,2170
Mathews,VA,60.0,53.64705882352941,51115
Maui,HI,114.75,91.36274509803921,15009
Maury,TN,108.83333333333333,71.140522875817,47119
Maverick,TX,109.0,67.67647058823529,48323
Mayes,OK,67.5,36.85294117647059,40097
McClain,OK,53.61486486486486,37.8445945945946,40087
McCook,SD,55.5364238410596,40.0728476821192,46087
McCormick,SC,120.0,94.45098039215686,45065
McCracken,KY,132.13235294117646,98.73529411764706,21145
McCreary,KY,60.0,49.27450980392157,21147
McCulloch,TX,106.0,40.88235294117647,48307
McCurtain,OK,64.80794701986756,44.29801324503311,40089
McDonald,MO,96.0,62.76470588235294,29119
McDonough,IL,68.98039215686275,43.470588235294116,17109
McDowell,NC,125.0,93.27450980392157,37111
McDowell,WV,63.5,52.05882352941177,54047
McDuffie,GA,150.0,91.01960784313725,13189
McHenry,IL,117.72264150943396,60.71320754716981,17111
McHenry,ND,46.94117647058823,31.84313725490196,38049
